Year,CO2 Emissions (MtCO2),Temperature Anomalies (°C)
1995,39.141,.44
1996,45.825,.33
1997,49.265,.46
1998,51.882,.61
1999,35.791,.38
2000,44.95,.39
2001,49.308,.53
2002,52.23,.63
2003,55.824,.62
2004,60.167,.53
2005,51.634,.68
2006,60.838,.64
2007,59.554,.66
2008,51.778,.54
2009,45.895,.66
2010,45.696,.73
2011,48.957,.61
2012,43.744,.65
2013,44.569,.68
2014,37.208,.75
2015,43.774,.90
2016,45.04,1.02
2017,45.53,.92
2018,44.32,.85
2019,44.278,.98
2020,45.17,1.02
2021,43.906,.85
2022,43.507,.90
1963,0.007,.05
1964,0.007,-.20
1965,0.007,-.11
1966,0.007,-.06
1967,0.007,-.02
1968,0.007,-.08
1969,0.007,.05
1970,0.029,.03
1971,0.033,-.08
1972,0.044,.01
1973,0.048,.16
1974,0.055,-.07
1975,0.059,-.01
1976,0.081,-.10
1977,0.084,.18
1978,0.077,.07
1979,0.121,.16
1980,0.095,.26
1981,0.099,.32
1982,0.084,.14
1983,0.099,.31
1984,0.099,.16
1985,0.15,.12
1986,0.165,.18
1987,0.202,.32
1988,0.198,.39
1989,0.234,.27
1990,0.15,.45
1991,0.172,.40
1992,0.172,.22
1993,0.183,.23
1994,0.202,.31
1995,0.198,.44
1996,0.234,.33
1997,0.275,.46
1998,0.289,.61
1999,0.304,.38
2000,0.315,.39
2001,0.344,.53
2002,0.348,.63
2003,0.341,.62
2004,0.37,.53
2005,0.381,.68
2006,0.385,.64
2007,0.403,.66
2008,0.414,.54
2009,0.44,.66
2010,0.443,.73
2011,0.407,.61
2012,0.425,.65
2013,0.414,.68
2014,0.458,.75
2015,0.498,.90
2016,0.553,1.02
2017,0.575,.92
2018,0.601,.85
2019,0.594,.98
2020,0.608,1.02
2021,0.663,.85
2022,0.659,.90
1880,0.0,-.16
1881,0.0,-.08
1882,0.0,-.11
1883,0.0,-.17
1884,0.0,-.28
1885,0.0,-.33
1886,0.0,-.31
1887,0.0,-.36
1888,0.0,-.17
1889,0.0,-.11
1890,0.0,-.35
1891,0.0,-.23
1892,0.0,-.28
1893,0.0,-.31
1894,0.0,-.30
1895,0.0,-.23
1896,0.0,-.12
1897,0.0,-.11
1898,0.0,-.28
1899,0.0,-.18
1900,0.0,-.09
1901,0.0,-.16
1902,0.0,-.28
1903,0.0,-.37
1904,0.0,-.48
1905,0.0,-.27
1906,0.0,-.23
1907,0.0,-.39
1908,0.0,-.43
1909,0.0,-.49
1910,0.0,-.44
1911,0.0,-.45
1912,0.0,-.37
1913,0.0,-.35
1914,0.0,-.16
1915,0.0,-.14
1916,0.0,-.36
1917,0.0,-.46
1918,0.0,-.30
1919,0.0,-.28
1920,0.0,-.28
1921,0.0,-.19
1922,0.0,-.28
1923,0.0,-.27
1924,0.0,-.27
1925,0.0,-.22
1926,0.0,-.11
1927,0.0,-.22
1928,0.0,-.20
1929,0.0,-.36
1930,0.0,-.16
1931,0.0,-.09
1932,0.0,-.16
1933,0.0,-.29
1934,0.0,-.12
1935,0.0,-.20
1936,0.0,-.15
1937,0.0,-.03
1938,0.0,.00
1939,0.0,-.02
1940,0.0,.12
1941,0.0,.19
1942,0.0,.07
1943,0.0,.09
1944,0.0,.20
1945,0.0,.09
1946,0.0,-.07
1947,0.0,-.03
1948,0.0,-.11
1949,0.0,-.11
1950,0.158,-.17
1951,0.095,-.07
1952,0.18,.01
1953,0.169,.08
1954,0.125,-.13
1955,0.183,-.14
1956,0.18,-.19
1957,0.388,.05
1958,0.209,.06
1959,0.234,.03
1960,0.714,-.03
1961,0.289,.06
1962,0.326,.03
1963,0.37,.05
1964,0.304,-.20
1965,0.282,-.11
1966,0.3,-.06
1967,0.253,-.02
1968,0.363,-.08
1969,1.085,.05
1970,0.857,.03
1971,0.802,-.08
1972,0.678,.01
1973,0.539,.16
1974,0.52,-.07
1975,0.524,-.01
1976,0.451,-.10
1977,0.513,.18
1978,0.711,.07
1979,0.678,.16
1980,0.608,.26
1981,0.692,.32
1982,0.553,.14
1983,0.689,.31
1984,0.616,.16
1985,0.663,.12
1986,0.674,.18
1987,0.498,.32
1988,0.458,.39
1989,0.374,.27
1990,0.498,.45
1991,0.557,.40
1992,0.282,.22
1993,0.264,.23
1994,0.275,.31
1995,0.224,.44
1996,0.231,.33
1997,0.205,.46
1998,0.22,.61
1999,0.176,.38
2000,0.271,.39
2001,0.37,.53
2002,0.502,.63
2003,0.535,.62
2004,0.52,.53
2005,0.425,.68
2006,0.579,.64
2007,0.487,.66
2008,0.506,.54
2009,0.502,.66
2010,0.542,.73
2011,0.711,.61
2012,0.832,.65
2013,1.048,.68
2014,1.129,.75
2015,1.085,.90
2016,1.143,1.02
2017,1.088,.92
2018,1.029,.85
2019,1.004,.98
2020,1.026,1.02
2021,1.11,.85
2022,1.129,.90
1880,0.0,-.16
1881,0.0,-.08
1882,0.0,-.11
1883,0.0,-.17
1884,0.0,-.28
1885,0.0,-.33
1886,0.0,-.31
1887,0.0,-.36
1888,0.0,-.17
1889,0.0,-.11
1890,0.0,-.35
1891,0.0,-.23
1892,0.0,-.28
1893,0.0,-.31
1894,0.0,-.30
1895,0.0,-.23
1896,0.0,-.12
1897,0.0,-.11
1898,0.0,-.28
1899,0.0,-.18
1900,0.0,-.09
1901,0.0,-.16
1902,0.0,-.28
1903,0.0,-.37
1904,0.0,-.48
1905,0.0,-.27
1906,0.0,-.23
1907,0.0,-.39
1908,0.0,-.43
1909,0.0,-.49
1910,0.0,-.44
1911,0.0,-.45
1912,0.0,-.37
1913,0.0,-.35
1914,0.0,-.16
1915,0.0,-.14
1916,0.0,-.36
1917,0.0,-.46
1918,0.0,-.30
1919,0.0,-.28
1920,0.0,-.28
1921,0.0,-.19
1922,0.0,-.28
1923,0.0,-.27
1924,0.0,-.27
1925,0.0,-.22
1926,0.0,-.11
1927,0.0,-.22
1928,0.0,-.20
1929,0.0,-.36
1930,0.0,-.16
1931,0.0,-.09
1932,0.0,-.16
1933,0.0,-.29
1934,0.0,-.12
1935,0.0,-.20
1936,0.0,-.15
1937,0.0,-.03
1938,0.0,.00
1939,0.0,-.02
1940,0.0,.12
1941,0.0,.19
1942,0.0,.07
1943,0.0,.09
1944,0.0,.20
1945,0.0,.09
1946,0.0,-.07
1947,0.0,-.03
1948,0.0,-.11
1949,0.0,-.11
1950,1.914,-.17
1951,2.826,-.07
1952,3.441,.01
1953,3.482,.08
1954,3.771,-.13
1955,4.053,-.14
1956,4.096,-.19
1957,1.729,.05
1958,2.297,.06
1959,1.799,.03
1960,1.392,-.03
1961,2.092,.06
1962,2.513,.03
1963,3.301,.05
1964,3.602,-.20
1965,2.426,-.11
1966,0.479,-.06
1967,2.821,-.02
1968,5.133,-.08
1969,6.888,.05
1970,17.833,.03
1971,16.275,-.08
1972,21.72,.01
1973,20.691,.16
1974,21.427,-.07
1975,23.864,-.01
1976,29.338,-.10
1977,27.612,.18
1978,32.463,.07
1979,35.42,.16
1980,30.433,.26
1981,25.707,.32
1982,28.382,.14
1983,33.397,.31
1984,31.969,.16
1985,32.397,.12
1986,34.101,.18
1987,31.811,.32
1988,35.281,.39
1989,41.004,.27
1990,43.536,.45
1991,44.235,.40
1992,47.441,.22
1993,49.662,.23
1994,60.086,.31
1995,40.546,.44
1996,48.013,.33
1997,56.737,.46
1998,47.412,.61
1999,49.2,.38
2000,48.394,.39
2001,49.2,.53
2002,47.093,.63
2003,49.435,.62
2004,46.859,.53
2005,41.586,.68
2006,42.308,.64
2007,30.781,.66
2008,46.705,.54
2009,45.25,.66
2010,43.048,.73
2011,34.017,.61
2012,50.706,.65
2013,54.909,.68
2014,52.109,.75
2015,61.925,.90
2016,40.289,1.02
2017,40.015,.92
2018,50.036,.85
2019,33.778,.98
2020,54.813,1.02
2021,55.831,.85
2022,53.252,.90
1926,0.056,-.11
1927,0.06,-.22
1928,0.138,-.20
1929,0.172,-.36
1930,0.224,-.16
1931,0.186,-.09
1932,0.182,-.16
1933,0.195,-.29
1934,0.216,-.12
1935,0.242,-.20
1936,0.263,-.15
1937,0.307,-.03
1938,0.332,.00
1939,0.31,-.02
1940,0.251,.12
1941,0.306,.19
1942,0.178,.07
1943,0.288,.09
1944,0.36,.20
1945,0.419,.09
1946,0.47,-.07
1947,0.532,-.03
1948,0.545,-.11
1949,0.0,-.11
1950,0.683,-.17
1951,1.076,-.07
1952,0.622,.01
1953,0.719,.08
1954,1.455,-.13
1955,1.204,-.14
1956,1.557,-.19
1957,1.063,.05
1958,0.931,.06
1959,1.199,.03
1960,1.031,-.03
1961,1.076,.06
1962,1.181,.03
1963,1.132,.05
1964,1.1,-.20
1965,0.987,-.11
1966,0.923,-.06
1967,1.137,-.02
1968,1.057,-.08
1969,1.384,.05
1970,1.548,.03
1971,1.347,-.08
1972,1.306,.01
1973,1.449,.16
1974,1.313,-.07
1975,0.951,-.01
1976,2.032,-.10
1977,1.061,.18
1978,0.904,.07
1979,0.948,.16
1980,0.976,.26
1981,0.929,.32
1982,1.039,.14
1983,0.534,.31
1984,1.333,.16
1985,1.561,.12
1986,0.299,.18
1987,0.266,.32
1988,0.262,.39
1989,0.499,.27
1990,0.534,.45
1991,0.426,.40
1992,0.351,.22
1993,0.542,.23
1994,0.52,.31
1995,0.514,.44
1996,0.481,.33
1997,0.503,.46
1998,0.028,.61
1999,0.208,.38
2000,0.553,.39
2001,0.563,.53
2002,0.542,.63
2003,0.543,.62
2004,0.569,.53
2005,0.564,.68
2006,0.588,.64
2007,0.662,.66
2008,0.637,.54
2009,0.652,.66
2010,0.449,.73
2011,0.573,.61
2012,0.696,.65
2013,0.714,.68
2014,0.725,.75
2015,0.744,.90
2016,0.744,1.02
2017,0.707,.92
2018,0.689,.85
2019,0.689,.98
2020,0.652,1.02
2021,0.628,.85
2022,0.634,.90
1880,5.005,-.16
1881,5.286,-.08
1882,5.406,-.11
1883,5.774,-.17
1884,5.964,-.28
1885,6.262,-.33
1886,6.583,-.31
1887,6.914,-.36
1888,7.411,-.17
1889,7.846,-.11
1890,8.391,-.35
1891,8.699,-.23
1892,8.831,-.28
1893,9.027,-.31
1894,9.254,-.30
1895,9.604,-.23
1896,9.84,-.12
1897,10.415,-.11
1898,10.647,-.28
1899,10.924,-.18
1900,10.844,-.09
1901,11.331,-.16
1902,11.483,-.28
1903,11.698,-.37
1904,11.813,-.48
1905,12.16,-.27
1906,12.699,-.23
1907,13.346,-.39
1908,13.592,-.43
1909,13.509,-.49
1910,13.368,-.44
1911,13.538,-.45
1912,14.404,-.37
1913,15.067,-.35
1914,13.736,-.16
1915,13.705,-.14
1916,14.587,-.36
1917,13.717,-.46
1918,11.695,-.30
1919,11.048,-.28
1920,10.958,-.28
1921,10.523,-.19
1922,9.392,-.28
1923,9.927,-.27
1924,12.184,-.27
1925,11.467,-.22
1926,11.626,-.11
1927,12.477,-.22
1928,13.137,-.20
1929,14.695,-.36
1930,12.909,-.16
1931,12.075,-.09
1932,10.523,-.16
1933,9.629,-.29
1934,9.617,-.12
1935,9.899,-.20
1936,10.755,-.15
1937,13.024,-.03
1938,14.983,.00
1939,16.45,-.02
1940,18.545,.12
1941,18.662,.19
1942,20.128,.07
1943,22.223,.09
1944,21.202,.20
1945,11.252,.09
1946,13.969,-.07
1947,15.839,-.03
1948,17.113,-.11
1949,17.99,-.11
1950,18.52,-.17
1951,19.732,-.07
1952,21.098,.01
1953,21.866,.08
1954,23.349,-.13
1955,24.228,-.14
1956,25.997,-.19
1957,27.141,.05
1958,29.652,.06
1959,29.661,.03
1960,31.633,-.03
1961,34.339,.06
1962,36.593,.03
1963,38.521,.05
1964,40.087,-.20
1965,39.049,-.11
1966,38.814,-.06
1967,38.725,-.02
1968,40.525,-.08
1969,43.029,.05
1970,49.345,.03
1971,51.764,-.08
1972,52.246,.01
1973,52.457,.16
1974,53.058,-.07
1975,55.525,-.01
1976,57.698,-.10
1977,59.437,.18
1978,59.973,.07
1979,58.41,.16
1980,59.101,.26
1981,58.455,.32
1982,57.896,.14
1983,57.978,.31
1984,59.952,.16
1985,59.145,.12
1986,59.562,.18
1987,58.863,.32
1988,57.893,.39
1989,55.25,.27
1990,61.473,.45
1991,53.286,.40
1992,48.887,.22
1993,46.351,.23
1994,43.757,.31
1995,44.145,.44
1996,44.026,.33
1997,44.098,.46
1998,43.827,.61
1999,43.038,.38
2000,41.139,.39
2001,43.224,.53
2002,41.978,.63
2003,42.303,.62
2004,42.792,.53
2005,42.799,.68
2006,42.564,.64
2007,40.972,.66
2008,41.364,.54
2009,37.626,.66
2010,38.409,.73
2011,37.989,.61
2012,35.913,.65
2013,35.57,.68
2014,33.659,.75
2015,34.472,.90
2016,34.914,1.02
2017,36.114,.92
2018,36.106,.85
2019,33.779,.98
2020,31.097,1.02
2021,35.167,.85
2022,34.152,.90
1885,0.004,-.33
1890,0.011,-.35
1891,0.013,-.23
1892,0.014,-.28
1893,0.026,-.31
1894,0.049,-.30
1895,0.049,-.23
1896,0.055,-.12
1897,0.043,-.11
1898,0.065,-.28
1899,0.075,-.18
1900,0.102,-.09
1901,0.111,-.16
1902,0.104,-.28
1903,0.113,-.37
1904,0.121,-.48
1905,0.131,-.27
1906,0.157,-.23
1907,0.159,-.39
1908,0.172,-.43
1909,0.176,-.49
1910,0.174,-.44
1911,0.189,-.45
1912,0.194,-.37
1913,0.532,-.35
1919,0.381,-.28
1920,0.506,-.28
1921,0.539,-.19
1922,0.783,-.28
1923,0.854,-.27
1924,0.875,-.27
1925,0.961,-.22
1926,0.936,-.11
1927,1.057,-.22
1928,1.195,-.20
1929,1.31,-.36
1930,1.233,-.16
1931,1.133,-.09
1932,1.034,-.16
1933,0.956,-.29
1934,0.995,-.12
1935,1.041,-.20
1936,1.028,-.15
1937,1.146,-.03
1938,1.084,.00
1939,1.138,-.02
1940,1.315,.12
1943,0.047,.09
1944,0.012,.20
1945,0.663,.09
1946,1.309,-.07
1947,1.818,-.03
1948,2.05,-.11
1949,2.343,-.11
1950,2.251,-.17
1951,2.131,-.07
1952,2.138,.01
1953,2.124,.08
1954,2.534,-.13
1955,2.902,-.14
1956,3.32,-.19
1957,3.603,.05
1958,3.551,.06
1959,4.071,.03
1960,4.447,-.03
1961,4.662,.06
1962,4.784,.03
1963,5.321,.05
1964,6.03,-.20
1965,6.205,-.11
1966,6.147,-.06
1967,6.209,-.02
1968,6.64,-.08
1969,6.884,.05
1970,9.001,.03
1971,9.695,-.08
1972,9.072,.01
1973,10.838,.16
1974,10.877,-.07
1975,11.341,-.01
1976,11.695,-.10
1977,11.36,.18
1978,12.692,.07
1979,13.803,.16
1980,13.559,.26
1981,14.742,.32
1982,13.524,.14
1983,14.567,.31
1984,15.365,.16
1985,15.674,.12
1986,16.369,.18
1987,15.956,.32
1988,16.536,.39
1989,16.456,.27
1990,15.095,.45
1991,13.973,.40
1992,13.883,.22
1993,14.246,.23
1994,14.636,.31
1995,15.354,.44
1996,15.999,.33
1997,16.507,.46
1998,16.039,.61
1999,15.412,.38
2000,15.054,.39
2001,16.303,.53
2002,16.565,.63
2003,16.272,.62
2004,16.705,.53
2005,16.932,.68
2006,17.178,.64
2007,17.343,.66
2008,18.278,.54
2009,16.204,.66
2010,16.46,.73
2011,16.359,.61
2012,15.76,.65
2013,15.128,.68
2014,13.561,.75
2015,13.645,.90
2016,14.458,1.02
2017,14.617,.92
2018,14.52,.85
2019,14.039,.98
2020,12.855,1.02
2021,13.06,.85
2022,12.715,.90
1952,0.004,.01
1953,0.004,.08
1954,0.004,-.13
1955,0.011,-.14
1956,0.011,-.19
1957,0.011,.05
1958,0.011,.06
1959,0.011,.03
1960,0.011,-.03
1961,0.015,.06
1962,0.015,.03
1963,0.015,.05
1964,0.018,-.20
1965,0.026,-.11
1966,0.026,-.06
1967,0.033,-.02
1968,0.037,-.08
1969,0.037,.05
1970,0.04,.03
1971,0.048,-.08
1972,0.055,.01
1973,0.066,.16
1974,0.066,-.07
1975,0.059,-.01
1976,0.062,-.10
1977,0.081,.18
1978,0.062,.07
1979,0.11,.16
1980,0.103,.26
1981,0.136,.32
1982,0.121,.14
1983,0.143,.31
1984,0.143,.16
1985,0.15,.12
1986,0.154,.18
1987,0.161,.32
1988,0.158,.39
1989,0.161,.27
1990,0.147,.45
1991,0.158,.40
1992,0.161,.22
1993,0.172,.23
1994,0.183,.31
1995,0.191,.44
1996,0.198,.33
1997,0.205,.46
1998,0.216,.61
1999,0.216,.38
2000,0.224,.39
2001,0.234,.53
2002,0.245,.63
2003,0.256,.62
2004,0.275,.53
2005,0.282,.68
2006,0.289,.64
2007,0.3,.66
2008,0.308,.54
2009,0.319,.66
2010,0.33,.73
2011,0.344,.61
2012,0.348,.65
2013,0.374,.68
2014,0.33,.75
2015,0.293,.90
2016,0.289,1.02
2017,0.286,.92
2018,0.289,.85
2019,0.293,.98
2020,0.289,1.02
2021,0.302,.85
2022,0.299,.90
1950,0.048,-.17
1951,0.048,-.07
1952,0.048,.01
1953,0.048,.08
1954,0.048,-.13
1955,0.066,-.14
1956,0.07,-.19
1957,0.073,.05
1958,0.084,.06
1959,0.088,.03
1960,0.084,-.03
1961,0.088,.06
1962,0.106,.03
1963,0.103,.05
1964,0.136,-.20
1965,0.132,-.11
1966,0.139,-.06
1967,0.227,-.02
1968,0.154,-.08
1969,0.161,.05
1970,0.216,.03
1971,0.187,-.08
1972,0.234,.01
1973,0.264,.16
1974,0.33,-.07
1975,0.502,-.01
1976,0.48,-.10
1977,0.799,.18
1978,0.557,.07
1979,0.487,.16
1980,0.813,.26
1981,0.275,.32
1982,0.718,.14
1983,0.934,.31
1984,0.714,.16
1985,0.857,.12
1986,0.923,.18
1987,0.993,.32
1988,1.004,.39
1989,0.952,.27
1990,0.782,.45
1991,0.704,.40
1992,0.666,.22
1993,0.626,.23
1994,0.618,.31
1995,0.585,.44
1996,0.575,.33
1997,0.535,.46
1998,0.506,.61
1999,0.487,.38
2000,0.476,.39
2001,0.498,.53
2002,0.557,.63
2003,0.561,.62
2004,0.561,.53
2005,0.564,.68
2006,0.564,.64
2007,0.608,.66
2008,0.601,.54
2009,0.597,.66
2010,0.612,.73
2011,0.612,.61
2012,0.608,.65
2013,0.63,.68
2014,0.63,.75
2015,0.63,.90
2016,0.638,1.02
2017,0.638,.92
2018,0.638,.85
2019,0.638,.98
2020,0.597,1.02
2021,0.651,.85
2022,0.647,.90
1884,0.022,-.28
1885,0.037,-.33
1886,0.048,-.31
1887,0.048,-.36
1888,0.081,-.17
1889,0.132,-.11
1890,0.297,-.35
1891,0.297,-.23
1892,0.48,-.28
1893,1.799,-.31
1894,2.433,-.30
1895,3.338,-.23
1896,4.258,-.12
1897,4.778,-.11
1898,6.049,-.28
1899,5.518,-.18
1900,2.33,-.09
1901,3.909,-.16
1902,5.826,-.28
1903,7.782,-.37
1904,8.768,-.48
1905,10.028,-.27
1906,11.465,-.23
1907,12.652,-.39
1908,13.007,-.43
1909,14.975,-.49
1910,16.979,-.44
1911,16.341,-.45
1912,17.349,-.37
1913,18.983,-.35
1914,18.401,-.16
1915,18.511,-.14
1916,21.812,-.36
1917,23.34,-.46
1918,22.222,-.30
1919,23.138,-.28
1920,25.666,-.28
1921,25.414,-.19
1922,21.786,-.28
1923,26.443,-.27
1924,27.777,-.27
1925,28.953,-.22
1926,30.43,-.11
1927,29.561,-.22
1928,29.623,-.20
1929,30.769,-.36
1930,28.722,-.16
1931,25.567,-.09
1932,23.456,-.16
1933,25.332,-.29
1934,28.871,-.12
1935,32.157,-.20
1936,35.252,-.15
1937,36.816,-.03
1938,38.699,.00
1939,40.157,-.02
1940,41.517,.12
1941,44.327,.19
1942,48.423,.07
1943,48.764,.09
1944,54.567,.20
1945,55.868,.09
1946,56.043,-.07
1947,55.834,-.03
1948,57.098,-.11
1949,60.586,-.11
1950,61.031,-.17
1951,65.142,-.07
1952,70.883,.01
1953,70.996,.08
1954,73.898,-.13
1955,82.936,-.14
1956,87.263,-.19
1957,89.652,.05
1958,96.253,.06
1959,94.473,.03
1960,97.844,-.03
1961,102.12,.06
1962,105.67,.03
1963,109.725,.05
1964,119.546,-.20
1965,128.14,-.11
1966,128.235,-.06
1967,133.76,-.02
1968,137.954,-.08
1969,143.143,.05
1970,149.618,.03
1971,168.403,-.08
1972,171.554,.01
1973,173.352,.16
1974,176.544,-.07
1975,185.001,-.01
1976,192.905,-.10
1977,199.735,.18
1978,201.876,.07
1979,218.667,.16
1980,228.198,.26
1981,257.075,.32
1982,280.433,.14
1983,291.902,.31
1984,315.593,.16
1985,323.861,.12
1986,330.497,.18
1987,328.665,.32
1988,342.655,.39
1989,340.711,.27
1990,312.93,.45
1991,326.027,.40
1992,301.325,.22
1993,320.345,.23
1994,338.698,.31
1995,361.694,.44
1996,363.732,.33
1997,385.223,.46
1998,377.262,.61
1999,374.891,.38
2000,378.307,.39
2001,371.624,.53
2002,356.523,.63
2003,404.41,.62
2004,449.307,.53
2005,416.201,.68
2006,446.77,.64
2007,465.045,.66
2008,495.171,.54
2009,480.572,.66
2010,463.0,.73
2011,465.908,.61
2012,458.954,.65
2013,458.628,.68
2014,471.866,.75
2015,446.221,.90
2016,456.973,1.02
2017,439.38,.92
2018,435.237,.85
2019,465.429,.98
2020,434.829,1.02
2021,425.628,.85
2022,404.054,.90
1884,0.004,-.28
1885,0.004,-.33
1886,0.007,-.31
1887,1.092,-.36
1888,0.898,-.17
1889,1.762,-.11
1890,1.381,-.35
1891,0.986,-.23
1892,1.451,-.28
1893,1.601,-.31
1894,2.034,-.30
1895,2.829,-.23
1896,2.88,-.12
1897,2.759,-.11
1898,3.177,-.28
1899,3.715,-.18
1900,3.166,-.09
1901,6.401,-.16
1902,7.379,-.28
1903,7.676,-.37
1904,8.665,-.48
1905,9.211,-.27
1906,12.329,-.23
1907,12.685,-.39
1908,14.887,-.43
1909,13.407,-.49
1910,17.246,-.44
1911,19.163,-.45
1912,19.991,-.37
1913,21.123,-.35
1914,17.195,-.16
1915,15.088,-.14
1916,13.619,-.36
1917,10.867,-.46
1918,10.999,-.30
1919,12.901,-.28
1920,14.641,-.28
1921,14.429,-.19
1922,17.162,-.28
1923,19.76,-.27
1924,24.333,-.27
1925,26.384,-.22
1926,27.381,-.11
1927,30.081,-.22
1928,31.428,-.20
1929,34.424,-.36
1930,29.122,-.16
1931,25.546,-.09
1932,28.96,-.16
1933,32.899,-.29
1934,37.257,-.12
1935,41.081,-.20
1936,39.597,-.15
1937,50.162,-.03
1938,46.273,.00
1939,47.06,-.02
1940,50.717,.12
1941,50.753,.19
1942,48.166,.07
1943,48.57,.09
1944,53.866,.20
1945,54.137,.09
1946,118.776,-.07
1947,62.107,-.03
1948,69.504,-.11
1949,70.825,-.11
1950,112.57,-.17
1951,131.276,-.07
1952,141.463,.01
1953,140.632,.08
1954,151.041,-.13
1955,170.066,-.14
1956,184.168,-.19
1957,192.903,.05
1958,178.736,.06
1959,196.974,.03
1960,199.141,-.03
1961,201.756,.06
1962,215.63,.03
1963,219.379,.05
1964,230.148,-.20
1965,240.093,-.11
1966,251.989,-.06
1967,267.328,-.02
1968,287.605,-.08
1969,311.235,.05
1970,337.826,.03
1971,346.539,-.08
1972,362.557,.01
1973,392.667,.16
1974,416.53,-.07
1975,411.658,-.01
1976,419.329,-.10
1977,434.808,.18
1978,462.11,.07
1979,494.336,.16
1980,508.354,.26
1981,489.719,.32
1982,490.87,.14
1983,485.836,.31
1984,491.463,.16
1985,501.803,.12
1986,529.759,.18
1987,557.252,.32
1988,580.15,.39
1989,579.469,.27
1990,599.2,.45
1991,606.669,.40
1992,618.657,.22
1993,653.444,.23
1994,656.306,.31
1995,689.413,.44
1996,719.73,.33
1997,766.788,.46
1998,826.149,.61
1999,812.354,.38
2000,811.73,.39
2001,791.288,.53
2002,819.469,.63
2003,820.048,.62
2004,856.522,.53
2005,881.098,.68
2006,909.007,.64
2007,943.792,.66
2008,987.6,.54
2009,961.18,.66
2010,1072.131,.73
2011,1088.917,.61
2012,1143.867,.65
2013,1208.389,.68
2014,1228.456,.75
2015,1193.403,.90
2016,1151.329,1.02
2017,1133.713,.92
2018,1067.226,.85
2019,1067.116,.98
2020,961.4,1.02
2021,1085.906,.85
2022,1085.392,.90
1880,0.0,-.16
1881,0.0,-.08
1882,0.0,-.11
1883,0.0,-.17
1884,0.004,-.28
1885,0.004,-.33
1886,0.007,-.31
1887,1.092,-.36
1888,0.898,-.17
1889,1.762,-.11
1890,1.381,-.35
1891,0.986,-.23
1892,1.451,-.28
1893,1.601,-.31
1894,2.034,-.30
1895,2.829,-.23
1896,2.88,-.12
1897,2.759,-.11
1898,3.177,-.28
1899,3.715,-.18
1900,3.166,-.09
1901,6.401,-.16
1902,7.379,-.28
1903,7.676,-.37
1904,8.665,-.48
1905,9.211,-.27
1906,12.329,-.23
1907,12.685,-.39
1908,14.887,-.43
1909,13.407,-.49
1910,17.246,-.44
1911,19.163,-.45
1912,19.991,-.37
1913,21.123,-.35
1914,17.195,-.16
1915,15.088,-.14
1916,13.619,-.36
1917,10.867,-.46
1918,10.999,-.30
1919,12.901,-.28
1920,14.641,-.28
1921,14.429,-.19
1922,17.162,-.28
1923,19.76,-.27
1924,24.333,-.27
1925,26.384,-.22
1926,27.381,-.11
1927,30.081,-.22
1928,31.428,-.20
1929,34.424,-.36
1930,29.122,-.16
1931,25.546,-.09
1932,28.96,-.16
1933,32.899,-.29
1934,37.257,-.12
1935,41.081,-.20
1936,39.597,-.15
1937,50.162,-.03
1938,46.273,.00
1939,47.06,-.02
1940,50.717,.12
1941,50.753,.19
1942,48.166,.07
1943,48.57,.09
1944,53.866,.20
1945,54.137,.09
1946,118.776,-.07
1947,62.107,-.03
1948,69.504,-.11
1949,70.825,-.11
1950,112.57,-.17
1951,131.276,-.07
1952,141.463,.01
1953,140.632,.08
1954,151.041,-.13
1955,170.066,-.14
1956,184.168,-.19
1957,192.903,.05
1958,178.736,.06
1959,196.974,.03
1960,199.141,-.03
1961,201.756,.06
1962,215.63,.03
1963,219.379,.05
1964,230.148,-.20
1965,240.093,-.11
1966,251.989,-.06
1967,267.328,-.02
1968,287.605,-.08
1969,311.235,.05
1970,337.826,.03
1971,346.539,-.08
1972,362.557,.01
1973,392.667,.16
1974,416.53,-.07
1975,411.658,-.01
1976,419.329,-.10
1977,434.808,.18
1978,462.11,.07
1979,494.336,.16
1980,508.354,.26
1981,489.719,.32
1982,490.87,.14
1983,485.836,.31
1984,491.463,.16
1985,501.803,.12
1986,529.759,.18
1987,557.252,.32
1988,580.15,.39
1989,579.469,.27
1990,599.2,.45
1991,606.669,.40
1992,618.657,.22
1993,653.444,.23
1994,656.306,.31
1995,689.413,.44
1996,719.73,.33
1997,766.788,.46
1998,826.149,.61
1999,812.354,.38
2000,811.73,.39
2001,791.288,.53
2002,819.469,.63
2003,820.048,.62
2004,856.522,.53
2005,881.098,.68
2006,909.007,.64
2007,943.792,.66
2008,987.6,.54
2009,961.18,.66
2010,1072.131,.73
2011,1088.917,.61
2012,1143.867,.65
2013,1208.389,.68
2014,1228.456,.75
2015,1193.403,.90
2016,1151.329,1.02
2017,1133.713,.92
2018,1067.226,.85
2019,1067.116,.98
2020,961.4,1.02
2021,1085.906,.85
2022,1085.392,.90
1905,0.001,-.27
1909,0.008,-.49
1910,0.01,-.44
1911,0.012,-.45
1912,0.015,-.37
1913,0.018,-.35
1914,0.026,-.16
1915,0.032,-.14
1916,0.027,-.36
1918,0.026,-.30
1919,0.031,-.28
1920,0.04,-.28
1921,0.043,-.19
1922,0.044,-.28
1923,0.053,-.27
1924,0.056,-.27
1925,0.089,-.22
1926,0.095,-.11
1927,0.099,-.22
1928,0.114,-.20
1929,0.131,-.36
1930,0.123,-.16
1931,0.131,-.09
1932,0.154,-.16
